token_multiset_key,raw_label_count,token_sequence_count,combined_runner_rows,first_date,last_date,candidate_structure,has_same_race_variant_evidence,evidence_status,identity_relationship,decision_basis,confidence,mapping_method,database_action
al | coolmore | et | westerberg,2,2,17,2022-01-29,2026-02-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | corinne | eddy | et | guillais | maure | mme | seguin,2,2,3,2024-04-05,2025-02-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | d | e | et | hofmeier | kennedy | m | r,2,2,2,2015-03-29,2015-04-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | d | et | g | griffiths | griffiths | mrs | r | s,2,2,54,2016-01-26,2025-03-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | d | et | g | levvey | m | p | rea,2,2,7,2016-10-15,2018-03-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | d | et | k | llc | of | racing | stables | taste | victory,2,2,13,2019-08-04,2023-10-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | d | et | mrs | n | osborne | osborne | y,2,2,3,2025-02-08,2026-03-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | daniel | dassault | et | laurent | treves | yves,2,2,27,2020-09-10,2026-05-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | de | et | f | kock | l | m | m | nestadt,2,2,3,2022-03-12,2024-03-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | de | et | f | kock | m | m | makepeace,2,2,12,2018-10-06,2024-07-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | dennis | dennis | et | j | j | k | l | mrs,2,2,3,2021-05-14,2022-09-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | derrick | et | john | magnier | michael | mrs | smith | tabor,2,2,9,2015-02-21,2022-07-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | des | elevage | et | ian | kellitt | vallons,2,2,5,2023-05-15,2026-05-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | detre | detre | et | j | p,2,2,38,2021-04-30,2025-03-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | dominello | et | g | m | m | pejic,2,2,11,2015-01-31,2016-02-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | douglas | et | g | mcdonald | syndicate,2,2,7,2015-10-10,2019-11-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | duaij | khalifa | khk | ltd | racing | shaikh,2,2,12,2020-11-02,2022-05-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | dubb | et | great | llc | point | stables,2,2,5,2017-11-26,2019-05-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | e | ecurie | ecurie | et | olivier | piraud | r,2,2,6,2018-12-01,2025-09-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | e | ecurie | et | franck | r | raoul,2,2,14,2023-09-03,2024-11-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | e | et | h | m | m | mrs | wood | wood,2,2,25,2015-10-17,2026-04-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | earl | ecurie | et | forgeard | noel | touchstone,2,2,10,2020-08-31,2024-05-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | ecurie | ecurie | et | laborde | valencia,2,2,4,2022-02-15,2022-06-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | ecurie | ecuries | et | friedrider | serge | stempniak,2,2,4,2025-07-09,2026-05-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | ecurie | et | frenchy | racing | racing | salabi,2,2,8,2023-10-29,2025-10-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | ecurie | et | jml | john | racing | sinn,2,2,7,2017-08-08,2018-10-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | eric | et | j | kruljac | llc | racing | sondereker,2,2,8,2022-08-28,2024-08-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | erj | et | llc | llc | madaket | racing | stables,2,2,12,2018-06-17,2024-03-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | f | g | j | m | mrs | oxlade | sghirripa,2,2,8,2018-05-19,2026-05-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | feather | little | llc | madaket | racing | red | stables,2,2,2,2024-10-06,2024-11-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | finch | james | jones | tobias,2,2,3,2025-03-20,2026-05-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | franklin | franklin | j | k | m | mrs | w,2,2,6,2017-10-07,2018-09-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | g | harris | harris | j | p | p,2,2,5,2015-12-05,2018-02-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | g | j | j | nassif | nassif,2,2,4,2018-04-02,2026-04-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | hartley | leung | t | w,2,2,6,2017-10-07,2019-03-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | horvath | martinelli | olivier | olivier,2,2,29,2021-09-16,2026-03-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | imperio | michael | s | scuderi | vincent,2,2,8,2021-08-07,2022-08-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | j | oneill | power | thoroughbreds | v,2,2,3,2015-05-09,2021-08-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | johnston | m | madica,2,2,10,2022-10-08,2026-05-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | k | ken | king | king | thoroughbreds | w,2,2,28,2015-02-28,2022-04-30,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | k | l | m | miss | s | shepherdson | stabe,2,2,2,2015-05-23,2016-05-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | lapenta | llc | madaket | robert | stables | v,2,2,14,2018-07-07,2025-01-19,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | llc | madaket | stables | stables | wonder,2,2,11,2019-07-06,2022-12-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | medallion | parkland | racing | thoroughbreds,2,2,3,2021-05-29,2025-10-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | mrs | osullivan | osullivan | r | s | t,2,2,8,2015-10-04,2018-10-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | et | nair | pillay | trevelen | yagan,2,2,3,2023-05-27,2025-03-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | kumin | racing | shaqab | solomon,2,2,10,2023-08-17,2025-05-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alain | augustin | gerard | jathiere | normand,2,2,50,2017-07-09,2026-05-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alain | baron | christophe | darexy | martinon,2,2,14,2021-08-24,2024-09-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alain | beaumelles | de | dupre | guy | hubert | racing | royer,2,2,8,2024-03-21,2025-11-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alain | cherifi,2,2,43,2015-01-12,2020-08-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alain | chopard | christophe | dolle | dolle | paul,2,2,7,2025-06-01,2026-02-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alain | dubois | jathiere | jean | joseph | pierre,2,2,6,2024-07-21,2026-05-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alan | ann | partnership | potts,2,2,273,2015-01-01,2017-09-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alan | barrett | baxter | matt,2,2,28,2017-08-24,2022-02-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alan | brown | edward | j | jr | klein | lebherz | philip,2,2,9,2015-01-31,2025-08-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alan | brown | klein | lebherz | philip | rusty,2,2,4,2015-09-06,2021-10-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alan | fai | joyce | kiang | lee | ping,2,2,67,2020-10-24,2026-05-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
albaugh | family | llc | llc | point | stables | thoroughbreds | west,2,2,11,2020-10-14,2023-11-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
albert | conneally | conneally | louise,2,2,10,2023-07-08,2026-05-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alberto | roque | stud,2,2,8,2024-02-03,2025-05-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
albon | chris | mark | stedman,2,2,256,2015-01-15,2026-03-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alex | joann | lieblong,2,2,57,2015-01-16,2026-03-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alexis | andrieu | dupuy | larroude | naulot | philippe | remy,2,2,5,2021-05-20,2021-09-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alfa | services | site | whiterosebloodstock,2,2,10,2023-08-08,2026-02-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alfred | cheng | choi | chun | clement | ka | ka | li | man | roger,2,2,25,2021-02-06,2026-05-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alice | bamford | bamford | lady,2,2,170,2015-02-07,2026-03-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alice | cooper | cooper | cooper | cooper | k | millie | mrs | p | sean,2,2,4,2020-09-29,2024-10-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alioto | fabio | manservigi | salvatore,2,2,9,2023-09-11,2025-06-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
all | and | c | parker | racing | seasons,2,2,13,2022-03-22,2023-10-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
all | for | one | racing,2,2,32,2019-04-05,2023-11-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
allan | crankshaw | elsa | gordon,2,2,139,2015-04-08,2022-10-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
allen | bloom | llc | llc | racing | racing | stable,2,2,4,2018-03-03,2018-05-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
allen | brant | inc | m | peter | stable,2,2,14,2017-10-14,2023-05-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
allen | club | farm | llc | racing | rosenblum | sagamore | the,2,2,9,2015-01-24,2016-12-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
allison | craig | patterson | shewring,2,2,5,2017-08-27,2018-05-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
altamira | cybt | michael | nentwig | racing | stable,2,2,3,2020-09-07,2022-09-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
alters | bridlewood | farm | inc | racing | stable,2,2,8,2017-05-20,2020-04-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
amandine | baudron | baudron | louis | mme,2,2,16,2025-05-07,2026-05-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
amar | dubois | etienne | jean | mlle | mme | samantha,2,2,4,2020-09-03,2022-05-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
amar | franck | goral | pierre,2,2,8,2025-04-26,2026-03-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
amedee | charles | clermont | de | de | h | roy | suc | talhouet | tonnerre,2,2,7,2022-10-09,2024-03-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ammerland | gestut | newsells | park | stud,2,2,7,2017-09-21,2021-04-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
amy | biancone | dunne | e | l | llc | patrick | racing,2,2,9,2024-05-11,2026-01-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
anant | international | mrs | singh | team | valor | vanashree,3,3,7,2016-12-03,2021-06-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | and | dale | david | fish | sarah | wayne,2,2,22,2021-06-24,2023-01-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | andrew | chan | marc | rosen,2,2,23,2022-05-01,2024-08-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | anna | robert | sinclair | sundstrom,2,2,21,2018-06-06,2020-10-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | augustin | middleham | normand | park,2,2,7,2018-07-12,2019-05-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | b | d | james | partners,2,2,23,2022-06-30,2023-10-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | ben | harley | michael | thomas,2,2,18,2023-08-26,2025-04-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | bewley | montgomerie,2,2,23,2021-05-11,2024-10-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | brook | daresbury,2,2,13,2017-12-20,2021-03-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | chris | david | n | reynolds | watkins,2,2,27,2015-01-17,2020-01-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | chris | humber | hunscote | ltd | stud,2,2,11,2020-06-23,2022-10-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | country | farm | llc | llc | racing | spendthrift | town,2,2,6,2018-02-03,2021-05-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | delancey | michael | oflynn,2,2,25,2019-10-10,2024-07-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | geffen | hood | rachel | rjh,2,2,37,2015-04-24,2023-06-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | h | jarvis | malcolm | mr | mrs | mrs | s,2,2,20,2016-09-17,2018-10-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | ii | middleham | park | partner | racing,2,2,19,2021-11-11,2025-10-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
and | j | j | priscilla | stables | vaccarezza,2,2,5,2015-01-18,2022-11-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
andre | carlo | david | eric | girod | meinder | robba,2,2,2,2020-10-01,2021-08-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
andrea | fiordelli | sauro,2,2,15,2019-06-23,2026-05-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
andrew | brooks | julian | taylor,2,2,19,2015-01-03,2016-12-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
andrew | chandler | lee | westwood,2,2,2,2016-09-25,2017-04-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
andrew | de | ecurie | hub | macauley | montmirail | peake | simon,2,2,15,2024-05-19,2026-05-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
andrew | farms | marcstown | rosen | sc,2,2,4,2024-02-09,2025-05-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
andrew | friel | gemmell | thomas,2,2,22,2017-03-25,2022-04-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
andrew | knott | racing | wetumpka,2,2,65,2015-02-03,2023-06-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
andy | bell | fergus | lyons,2,2,276,2016-11-19,2026-05-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
andy | blackburn | john | turton,2,2,63,2015-01-15,2020-01-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
andy | finneran | garry | wilkie | wilson,2,2,10,2025-06-14,2026-05-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ann | cullen | d | farrell | leech | m | marie | michael | mrs,2,2,10,2021-09-18,2023-02-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ann | h | kennedy | michael | ms | nolan | odowd | p | r | stanley | t,3,3,36,2020-11-14,2026-03-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
anne | browne | coffey | k | mrs,2,2,7,2022-12-26,2024-12-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
anne | browne | coffey | k | mrs | mrs,2,2,81,2015-10-26,2026-04-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
annua | devin | dr | f | h | kendall | racing | sl | susan,2,2,3,2025-09-12,2026-05-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
anoj | daniel | don | macauliffe,2,2,696,2015-06-12,2026-05-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
anoj | daniel | don | macauliffe | partnership,2,2,46,2017-07-24,2023-07-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
anthony | b | carroll | o | p | vaughan,2,2,56,2022-10-29,2026-05-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
anthony | dawson | dr | f | j | mccoubrey | passmore | peter | r,2,2,45,2017-10-14,2020-11-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
anthony | dr | m | mencoff | michael | paul | samuel | smurfit | smurfit,3,3,19,2016-05-02,2018-10-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
anthony | e | mccarthy | paul | smurfit | stephen,2,2,12,2020-11-27,2021-07-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
antonin | brigitte | mme | poulve | reze,2,2,20,2024-04-08,2025-10-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
antonio | augustin | caro | ecurie | gerard | normand,2,2,57,2015-05-01,2026-05-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
antram | harrod | lancaster | pemberton,2,2,22,2024-06-26,2026-04-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
